timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,packets,duration_ms,flags
2026-03-07T08:12:16,10.0.0.59,10.0.0.5,18828,8080,TCP,31641,479,1303,SYN
2026-03-11T22:01:39,10.0.5.81,10.0.0.5,60291,80,UDP,2943,472,3785,ACK
2026-03-06T08:57:23,10.0.1.68,10.0.0.5,21549,80,ICMP,14588,325,3859,SYN-ACK
2026-03-07T11:55:10,185.192.134.249,10.0.0.5,48404,3306,TCP,23465,237,2313,"SYN,SYN,SYN"
2026-03-11T00:20:53,10.0.3.98,10.0.0.5,11475,443,ICMP,3139,366,2809,SYN-ACK
2026-03-06T23:07:24,10.0.2.180,10.0.0.5,18563,80,ICMP,21963,260,102,ACK
2026-03-12T00:20:30,185.108.197.98,10.0.0.5,4167,3306,UDP,38317,313,3626,ACK
2026-03-08T15:57:38,10.0.0.8,10.0.0.5,6007,80,TCP,32839,206,4769,RST
2026-03-04T17:25:50,10.0.5.190,10.0.0.5,24710,80,UDP,10640,24,157,SYN-ACK
2026-03-03T01:45:17,10.0.4.225,10.0.0.5,62804,8080,TCP,5716,390,2804,FIN
2026-03-03T00:50:11,10.0.4.76,10.0.0.5,46702,8080,TCP,13524,41,4458,ACK
2026-03-13T05:12:36,10.0.5.27,10.0.0.5,9531,80,ICMP,9682,64,2331,SYN-ACK
2026-03-12T19:00:37,10.0.1.64,10.0.0.5,3316,80,ICMP,18578,468,3486,RST
2026-03-07T02:59:32,10.0.2.117,10.0.0.5,60782,80,UDP,35548,110,830,SYN
2026-03-14T07:08:00,10.0.5.44,10.0.0.5,26070,443,ICMP,17439,322,1496,SYN-ACK
2026-03-05T06:46:21,10.0.2.180,10.0.0.5,61399,443,UDP,16758,45,4973,SYN
2026-03-06T01:06:30,10.0.5.59,10.0.0.5,48234,443,UDP,12117,96,3632,SYN-ACK
2026-03-10T17:19:54,185.181.101.40,10.0.0.5,10360,3306,ICMP,20228,372,4521,RST
2026-03-05T21:09:35,10.0.2.91,10.0.0.5,39315,8080,ICMP,33004,192,917,SYN
2026-03-03T04:46:17,10.0.0.8,10.0.0.5,19257,80,UDP,29403,73,3246,ACK
2026-03-12T10:07:11,10.0.4.225,10.0.0.5,63275,80,ICMP,48185,54,4540,SYN-ACK
2026-03-12T13:59:45,10.0.1.234,10.0.0.5,17287,8080,UDP,40446,185,75,RST
2026-03-07T17:01:08,10.0.1.131,10.0.0.5,57993,80,UDP,18924,222,3120,RST
2026-03-10T20:37:44,185.182.174.29,10.0.0.5,65321,5432,TCP,37120,195,3087,FIN
2026-03-05T10:49:26,10.0.2.148,10.0.0.5,9315,443,ICMP,48250,351,3695,RST
2026-03-03T17:58:20,10.0.5.159,10.0.0.5,2747,80,ICMP,48402,39,4071,SYN-ACK
2026-03-11T20:35:05,10.0.5.144,10.0.0.5,60156,8080,ICMP,48772,213,32,SYN
2026-03-06T01:19:17,10.0.2.254,10.0.0.5,33473,80,ICMP,28011,54,299,FIN
2026-03-07T01:53:01,10.0.2.253,10.0.0.5,6442,443,UDP,37143,96,1652,SYN-ACK
2026-03-13T16:46:23,185.108.197.98,10.0.0.5,18282,22,TCP,48048,51,2313,"SYN,SYN,SYN"
2026-03-02T08:45:15,10.0.2.63,10.0.0.5,31152,80,UDP,33732,423,1703,RST
2026-03-06T06:47:57,10.0.1.179,10.0.0.5,34853,8080,TCP,14413,72,3770,SYN-ACK
2026-03-07T23:07:10,10.0.3.102,10.0.0.5,33480,80,TCP,48752,350,22,ACK
2026-03-11T01:25:24,10.0.2.17,10.0.0.5,31072,443,UDP,12834,136,1657,ACK
2026-03-13T02:31:20,10.0.1.42,10.0.0.5,25348,80,UDP,3626,400,711,ACK
2026-03-01T12:29:46,10.0.3.21,10.0.0.5,17441,8080,ICMP,48955,488,1559,SYN-ACK
2026-03-13T14:45:52,10.0.1.181,10.0.0.5,50206,80,ICMP,19793,298,2631,FIN
2026-03-06T05:10:09,10.0.5.144,10.0.0.5,31118,80,UDP,23941,35,2823,SYN-ACK
2026-03-14T15:01:26,10.0.2.117,10.0.0.5,30154,8080,TCP,5356,238,4814,RST
2026-03-14T03:02:35,10.0.1.172,10.0.0.5,20387,80,UDP,27806,76,826,SYN-ACK
2026-03-05T07:33:56,10.0.0.156,10.0.0.5,64264,443,UDP,4925,222,781,FIN
2026-03-10T23:22:48,185.181.101.40,10.0.0.5,5001,3306,ICMP,25483,121,3202,SYN
2026-03-05T14:31:05,185.137.222.41,10.0.0.5,5278,443,TCP,9126,113,3130,RST
2026-03-03T05:44:55,10.0.2.40,10.0.0.5,31781,8080,ICMP,31900,182,3586,RST
2026-03-01T07:54:54,10.0.5.166,10.0.0.5,52280,80,TCP,47544,75,145,RST
2026-03-03T04:08:42,10.0.3.88,10.0.0.5,22772,80,ICMP,22338,193,2168,FIN
2026-03-01T21:36:19,10.0.4.103,10.0.0.5,16476,80,ICMP,20531,181,1576,SYN-ACK
2026-03-14T03:00:53,10.0.3.88,10.0.0.5,33997,80,UDP,16766,136,907,ACK
2026-03-03T09:55:38,10.0.5.150,10.0.0.5,62186,8080,UDP,26420,221,4707,ACK
2026-03-01T13:40:42,10.0.5.167,10.0.0.5,21106,8080,ICMP,14767,437,3150,SYN-ACK
2026-03-02T03:05:50,10.0.2.253,10.0.0.5,37048,80,TCP,39137,100,1069,FIN
2026-03-08T13:58:41,10.0.1.36,10.0.0.5,14385,8080,UDP,1339,486,71,SYN-ACK
2026-03-01T14:24:23,10.0.0.190,10.0.0.5,51302,80,UDP,47984,26,4939,RST
2026-03-09T07:28:32,10.0.2.208,10.0.0.5,55343,443,ICMP,40820,452,2067,ACK
2026-03-08T06:40:25,10.0.0.98,10.0.0.5,7089,80,ICMP,3040,190,2849,RST
2026-03-14T00:24:20,185.137.222.41,10.0.0.5,17177,6379,ICMP,20288,131,2385,RST
2026-03-10T01:02:41,10.0.3.24,10.0.0.5,55133,80,TCP,30503,65,3900,SYN-ACK
2026-03-07T16:12:13,10.0.2.42,10.0.0.5,5861,8080,UDP,38010,224,86,SYN-ACK
2026-03-13T07:20:22,10.0.0.56,10.0.0.5,50394,80,UDP,18256,336,446,SYN-ACK
2026-03-12T13:16:07,10.0.2.117,10.0.0.5,58394,80,TCP,23460,226,1062,ACK
2026-03-02T20:03:32,10.0.0.250,10.0.0.5,51129,80,TCP,1119,379,1726,SYN-ACK
2026-03-12T07:22:37,10.0.3.230,10.0.0.5,20034,8080,UDP,21804,269,1215,FIN
2026-03-08T20:25:08,10.0.2.254,10.0.0.5,15728,80,ICMP,41763,235,530,SYN-ACK
2026-03-12T05:59:23,10.0.3.57,10.0.0.5,49328,8080,ICMP,40794,349,1949,FIN
2026-03-09T16:50:15,10.0.0.12,10.0.0.5,28768,80,TCP,20776,296,3381,FIN
2026-03-10T01:44:11,10.0.4.187,10.0.0.5,23766,80,TCP,2889,312,107,SYN
2026-03-01T21:32:50,185.113.152.216,10.0.0.5,61550,5432,ICMP,28918,408,1968,SYN
2026-03-12T16:36:13,10.0.1.68,10.0.0.5,32277,80,ICMP,29785,500,3144,RST
2026-03-03T18:08:30,185.108.197.98,10.0.0.5,32322,5432,TCP,29609,113,2612,FIN
2026-03-08T21:00:09,10.0.5.27,10.0.0.5,56247,8080,ICMP,36251,94,1191,SYN-ACK
2026-03-09T03:23:48,10.0.1.42,10.0.0.5,4341,443,ICMP,10702,184,3591,FIN
2026-03-06T13:58:38,10.0.1.222,10.0.0.5,40334,8080,TCP,26121,64,4933,FIN
2026-03-04T22:33:04,10.0.4.225,10.0.0.5,34360,80,TCP,13580,162,1523,RST
2026-03-01T12:07:53,10.0.2.103,10.0.0.5,39640,443,TCP,28833,134,4924,FIN
2026-03-01T05:02:30,10.0.1.246,10.0.0.5,40365,443,UDP,6920,79,2063,SYN-ACK
2026-03-05T02:15:00,185.180.81.203,10.0.0.5,47726,3306,ICMP,9163,474,757,SYN
2026-03-03T10:01:44,10.0.4.7,10.0.0.5,33878,443,TCP,8200,242,3273,RST
2026-03-07T06:30:49,10.0.2.40,10.0.0.5,27246,443,ICMP,13275,8,3455,ACK
2026-03-01T23:10:56,185.132.5.175,10.0.0.5,8018,22,TCP,28528,152,2879,RST
2026-03-03T07:52:32,10.0.0.40,10.0.0.5,55179,443,ICMP,8523,66,4814,ACK
2026-03-03T23:13:23,10.0.2.254,10.0.0.5,52288,80,TCP,47087,352,1665,SYN-ACK
2026-03-03T00:11:45,10.0.1.179,10.0.0.5,61801,443,TCP,46578,121,182,SYN-ACK
2026-03-13T12:35:06,10.0.4.57,10.0.0.5,52297,80,TCP,10630,198,2852,SYN
2026-03-02T08:33:15,10.0.2.117,10.0.0.5,3734,443,UDP,47332,118,887,SYN-ACK
2026-03-04T16:57:42,10.0.2.117,10.0.0.5,9071,80,ICMP,30498,88,3396,SYN-ACK
2026-03-03T09:50:13,10.0.1.246,10.0.0.5,30036,8080,TCP,982,199,3004,SYN-ACK
2026-03-09T12:36:05,10.0.0.40,10.0.0.5,39066,443,UDP,13796,259,3352,SYN-ACK
2026-03-11T07:22:19,185.180.81.203,10.0.0.5,29211,443,TCP,13100,419,4563,FIN
2026-03-12T13:34:53,10.0.0.195,10.0.0.5,12902,443,ICMP,35830,476,1554,SYN
2026-03-14T10:38:16,10.0.5.27,10.0.0.5,19779,8080,UDP,3770,364,1602,FIN
2026-03-08T02:22:55,10.0.4.23,10.0.0.5,51973,80,UDP,31377,194,1793,SYN-ACK
2026-03-08T07:32:52,10.0.2.42,10.0.0.5,63003,8080,ICMP,43290,153,4889,SYN-ACK
2026-03-06T00:36:44,10.0.5.177,10.0.0.5,27863,8080,UDP,1702,400,1879,RST
2026-03-05T05:28:07,10.0.1.222,10.0.0.5,33582,80,TCP,617,466,358,RST
2026-03-10T15:41:29,10.0.0.219,10.0.0.5,59598,80,UDP,40797,362,2264,SYN-ACK
2026-03-13T13:28:04,10.0.5.118,10.0.0.5,21564,80,ICMP,22783,62,4672,SYN
2026-03-02T21:01:33,185.137.222.41,10.0.0.5,8463,80,TCP,44546,169,4693,SYN-ACK
2026-03-02T03:22:57,10.0.2.103,10.0.0.5,52848,8080,TCP,45701,14,890,FIN
2026-03-05T05:51:56,10.0.3.102,10.0.0.5,49726,443,UDP,31492,141,2488,RST
2026-03-06T04:25:22,185.164.91.130,10.0.0.5,24140,8443,ICMP,23578,272,2543,"SYN,SYN,SYN"
2026-03-13T04:40:32,10.0.5.150,10.0.0.5,48789,80,TCP,7883,123,4524,FIN
2026-03-01T10:31:21,10.0.2.27,10.0.0.5,61185,443,TCP,49104,468,2674,RST
2026-03-12T20:35:42,185.158.1.245,10.0.0.5,35161,8443,UDP,8625,347,1268,SYN-ACK
2026-03-08T21:41:15,10.0.3.57,10.0.0.5,45833,443,TCP,40619,83,3335,ACK
2026-03-02T21:42:02,185.158.1.245,10.0.0.5,54575,443,TCP,20387,185,1774,SYN
2026-03-09T07:44:04,10.0.0.207,10.0.0.5,53726,8080,TCP,12504,483,1911,RST
2026-03-01T10:08:20,185.168.136.197,10.0.0.5,23056,5432,UDP,31274,283,4055,ACK
2026-03-08T02:37:42,10.0.0.190,10.0.0.5,62256,80,ICMP,1532,439,2003,FIN
2026-03-05T06:08:30,10.0.5.166,10.0.0.5,38991,80,UDP,22533,315,4774,RST
2026-03-08T10:34:08,10.0.4.109,10.0.0.5,37327,443,ICMP,18876,231,4875,SYN
2026-03-13T21:03:03,10.0.0.190,10.0.0.5,36124,443,ICMP,31575,237,1704,FIN
2026-03-08T13:05:25,10.0.2.117,10.0.0.5,8614,8080,TCP,2172,338,1204,SYN
2026-03-01T02:16:10,10.0.3.57,10.0.0.5,40572,443,TCP,26604,366,4420,FIN
2026-03-08T19:27:33,10.0.4.57,10.0.0.5,49054,443,ICMP,38401,86,1222,SYN-ACK
2026-03-02T00:21:10,185.192.134.249,10.0.0.5,17941,5432,TCP,25067,288,3494,ACK
2026-03-10T01:49:43,10.0.5.159,10.0.0.5,25995,8080,UDP,31034,83,4658,SYN
2026-03-08T19:19:33,10.0.1.168,10.0.0.5,9820,443,ICMP,34827,312,1448,ACK
2026-03-11T09:52:24,10.0.5.84,10.0.0.5,50127,443,UDP,29919,306,4596,ACK
2026-03-13T00:54:34,10.0.2.117,10.0.0.5,33874,80,ICMP,8851,421,2190,FIN
2026-03-05T13:00:10,185.192.58.175,10.0.0.5,3162,8443,TCP,41452,275,1709,SYN
2026-03-02T13:26:23,10.0.3.138,10.0.0.5,32109,80,TCP,12262,124,575,SYN-ACK
2026-03-12T10:46:44,10.0.5.140,10.0.0.5,19533,80,ICMP,11257,254,3289,SYN-ACK
2026-03-11T17:51:22,10.0.5.177,10.0.0.5,42886,8080,ICMP,19610,466,752,FIN
2026-03-01T04:41:03,10.0.4.23,10.0.0.5,29045,8080,TCP,38916,427,3696,FIN
2026-03-07T18:16:11,185.137.222.41,10.0.0.5,45209,443,ICMP,38907,433,1984,FIN
2026-03-10T16:15:46,10.0.0.8,10.0.0.5,42818,80,UDP,2738,319,3019,SYN
2026-03-04T11:40:02,10.0.0.56,10.0.0.5,30020,8080,TCP,14395,274,4885,FIN
2026-03-14T20:58:25,10.0.5.118,10.0.0.5,5709,443,UDP,39351,441,1387,SYN
2026-03-11T00:46:49,10.0.0.219,10.0.0.5,13800,80,TCP,7763,286,423,RST
2026-03-03T16:17:00,10.0.5.140,10.0.0.5,28841,443,ICMP,1949,315,3555,SYN-ACK
2026-03-08T12:45:21,10.0.3.102,10.0.0.5,1721,443,ICMP,15903,385,1783,SYN-ACK
2026-03-04T15:51:19,10.0.3.230,10.0.0.5,47213,443,TCP,29561,451,4680,SYN
2026-03-13T09:26:27,10.0.3.21,10.0.0.5,45468,443,UDP,2742,488,4321,SYN
2026-03-07T20:07:51,10.0.0.221,10.0.0.5,26095,8080,TCP,11995,18,2026,ACK
2026-03-07T01:32:35,10.0.3.21,10.0.0.5,48371,8080,TCP,2905,165,3145,RST
2026-03-04T09:55:19,185.164.91.130,10.0.0.5,4862,80,TCP,13555,34,309,SYN-ACK
2026-03-14T05:26:59,10.0.5.81,10.0.0.5,62177,8080,UDP,39588,35,4985,SYN-ACK
2026-03-11T05:53:00,10.0.3.57,10.0.0.5,63369,80,TCP,49108,195,2494,SYN
2026-03-04T03:37:17,10.0.5.81,10.0.0.5,23339,80,UDP,40209,45,364,SYN
2026-03-04T22:47:15,10.0.0.250,10.0.0.5,64763,80,TCP,26096,253,2671,SYN-ACK
2026-03-06T18:16:13,10.0.0.219,10.0.0.5,45887,8080,UDP,32903,468,2191,RST
2026-03-09T20:30:10,10.0.3.88,10.0.0.5,30037,8080,UDP,38285,311,731,FIN
2026-03-10T13:49:04,10.0.5.177,10.0.0.5,13490,443,UDP,23333,133,1418,SYN
2026-03-03T10:39:19,185.181.101.40,10.0.0.5,36779,3306,ICMP,39861,65,745,ACK
2026-03-11T01:29:31,10.0.4.7,10.0.0.5,9123,8080,ICMP,33553,104,4687,SYN
2026-03-06T06:25:14,10.0.2.40,10.0.0.5,57390,8080,TCP,7763,168,1743,SYN
2026-03-11T10:15:32,185.137.222.41,10.0.0.5,42166,5432,ICMP,13187,397,1301,SYN-ACK
2026-03-03T16:46:03,10.0.3.88,10.0.0.5,6197,80,UDP,34660,239,1867,ACK
2026-03-08T01:10:35,10.0.0.156,10.0.0.5,25589,80,ICMP,29485,341,2296,SYN
2026-03-03T22:15:50,10.0.5.167,10.0.0.5,42600,443,TCP,19449,357,1744,ACK
2026-03-10T15:58:48,185.108.197.98,10.0.0.5,57488,6379,TCP,23807,421,2244,SYN
2026-03-14T14:15:35,10.0.5.177,10.0.0.5,3844,80,ICMP,7938,146,2858,SYN
2026-03-10T19:13:41,10.0.0.221,10.0.0.5,44789,8080,UDP,27283,233,2180,FIN
2026-03-13T09:37:54,10.0.1.131,10.0.0.5,4332,8080,UDP,8621,192,590,ACK
2026-03-09T18:53:52,10.0.1.36,10.0.0.5,5963,8080,ICMP,18578,480,4379,RST
2026-03-04T21:02:51,10.0.0.8,10.0.0.5,49432,80,TCP,32329,18,1093,RST
2026-03-13T16:28:11,10.0.3.57,10.0.0.5,39138,8080,UDP,25510,453,1627,SYN-ACK
2026-03-10T02:51:44,10.0.5.159,10.0.0.5,52341,8080,UDP,1217,408,4619,SYN-ACK
2026-03-08T00:30:51,10.0.0.219,10.0.0.5,36106,8080,TCP,36010,223,2121,ACK
2026-03-03T02:10:07,10.0.2.27,10.0.0.5,5351,443,TCP,17215,33,1298,SYN-ACK
2026-03-12T08:25:17,10.0.0.219,10.0.0.5,20874,80,UDP,121,429,1345,SYN-ACK
2026-03-03T19:49:49,10.0.4.109,10.0.0.5,8122,8080,TCP,7920,300,1098,SYN-ACK
2026-03-03T18:59:27,10.0.5.27,10.0.0.5,1951,80,ICMP,7500,377,4627,FIN
2026-03-09T09:41:46,10.0.1.168,10.0.0.5,18216,443,UDP,48067,271,1630,ACK
2026-03-07T16:49:22,10.0.1.168,10.0.0.5,40325,8080,UDP,7990,93,3930,FIN
2026-03-10T15:19:13,10.0.2.17,10.0.0.5,47413,80,TCP,41103,218,3684,RST
2026-03-13T05:20:27,10.0.4.57,10.0.0.5,36811,443,TCP,49622,205,611,FIN
2026-03-13T18:21:30,10.0.4.187,10.0.0.5,13051,80,TCP,31043,329,3349,RST
2026-03-06T00:29:07,10.0.2.103,10.0.0.5,18057,443,UDP,19423,383,1203,SYN-ACK
2026-03-01T15:50:29,10.0.2.103,10.0.0.5,15548,80,ICMP,27278,380,2591,RST
2026-03-11T23:48:32,10.0.4.187,10.0.0.5,35992,443,UDP,47287,304,840,SYN-ACK
2026-03-07T08:19:46,185.192.134.249,10.0.0.5,10560,443,UDP,6391,14,4710,SYN
2026-03-04T07:40:13,185.176.239.136,10.0.0.5,58029,8080,ICMP,49801,347,306,SYN
2026-03-09T04:33:58,10.0.5.84,10.0.0.5,59778,8080,ICMP,15405,368,4559,ACK
2026-03-01T22:07:06,10.0.2.253,10.0.0.5,54338,8080,TCP,37493,494,2456,SYN
2026-03-14T03:16:42,10.0.4.109,10.0.0.5,33171,443,UDP,47054,326,2959,RST
2026-03-01T10:35:40,10.0.5.144,10.0.0.5,24026,80,TCP,28408,208,376,RST
2026-03-11T09:35:52,10.0.4.187,10.0.0.5,36552,443,ICMP,9954,205,4155,SYN
2026-03-05T22:50:10,10.0.4.225,10.0.0.5,56802,8080,ICMP,18217,437,832,FIN
2026-03-07T06:43:43,10.0.1.172,10.0.0.5,38058,80,TCP,45212,129,2996,RST
2026-03-03T06:12:45,10.0.2.207,10.0.0.5,19198,443,TCP,24146,329,3653,SYN-ACK
2026-03-13T20:38:47,185.108.197.98,10.0.0.5,18260,8080,UDP,34262,227,2523,RST
2026-03-11T15:19:31,10.0.0.195,10.0.0.5,40963,8080,UDP,9677,433,2267,FIN
2026-03-08T08:49:10,10.0.0.221,10.0.0.5,47724,80,ICMP,36884,80,3778,RST
2026-03-11T09:35:54,10.0.5.29,10.0.0.5,11421,80,TCP,18859,109,3008,ACK
2026-03-05T11:26:01,10.0.0.40,10.0.0.5,23677,443,ICMP,9980,207,4816,ACK
2026-03-11T02:49:05,10.0.3.98,10.0.0.5,17281,8080,TCP,38220,256,908,SYN-ACK
2026-03-03T11:43:33,185.158.1.245,10.0.0.5,17367,80,UDP,36595,283,703,FIN
2026-03-10T22:58:57,10.0.1.64,10.0.0.5,34059,80,UDP,29959,465,305,FIN
2026-03-02T18:26:28,185.137.222.41,10.0.0.5,21672,6379,UDP,17019,31,3800,ACK
2026-03-05T13:32:34,10.0.5.59,10.0.0.5,28872,8080,UDP,40207,36,4573,SYN-ACK
2026-03-10T14:29:17,10.0.4.76,10.0.0.5,57073,80,UDP,9873,432,3655,SYN-ACK
2026-03-10T04:59:57,10.0.0.156,10.0.0.5,56318,443,ICMP,38048,315,577,SYN
2026-03-10T14:58:37,10.0.3.98,10.0.0.5,65130,80,ICMP,43736,294,4426,SYN-ACK
2026-03-03T05:34:51,185.192.134.249,10.0.0.5,8054,5432,TCP,43083,470,2514,SYN-ACK
2026-03-05T18:40:10,10.0.3.151,10.0.0.5,2810,443,ICMP,26677,92,1251,FIN
2026-03-13T00:16:15,10.0.2.17,10.0.0.5,38111,80,TCP,7988,365,306,RST
2026-03-02T23:35:55,10.0.0.156,10.0.0.5,17220,8080,UDP,2252,433,179,ACK
2026-03-05T05:50:09,10.0.3.230,10.0.0.5,37475,80,TCP,23613,474,391,RST
2026-03-01T00:34:27,10.0.2.40,10.0.0.5,59233,80,UDP,34790,377,3464,SYN-ACK
2026-03-09T03:15:49,185.113.152.216,10.0.0.5,61149,80,TCP,11034,49,2906,ACK
2026-03-12T11:38:27,10.0.0.92,10.0.0.5,52712,80,UDP,39428,433,356,SYN-ACK
2026-03-12T10:35:01,185.182.174.29,10.0.0.5,19410,80,UDP,47624,325,4348,SYN-ACK
2026-03-05T07:28:25,10.0.2.103,10.0.0.5,14645,80,ICMP,1803,308,2981,SYN
2026-03-14T02:51:37,185.113.152.216,10.0.0.5,54504,8443,TCP,44585,6,967,ACK
2026-03-09T00:55:10,10.0.4.51,10.0.0.5,37074,8080,UDP,37132,242,479,SYN-ACK
2026-03-06T04:59:47,10.0.3.57,10.0.0.5,43228,8080,ICMP,17924,5,4253,SYN-ACK
2026-03-09T16:20:51,10.0.0.12,10.0.0.5,1904,443,UDP,49738,439,2307,SYN
2026-03-06T20:10:30,10.0.5.84,10.0.0.5,22932,8080,UDP,10567,33,2958,ACK
2026-03-02T08:51:35,10.0.2.40,10.0.0.5,65396,443,UDP,7364,97,3200,RST
2026-03-12T15:04:04,185.181.101.40,10.0.0.5,40796,5432,UDP,4804,109,2227,SYN
2026-03-06T09:15:22,185.176.239.136,10.0.0.5,27508,3306,ICMP,33029,461,1638,"SYN,SYN,SYN"
2026-03-05T18:22:35,10.0.5.166,10.0.0.5,16312,8080,TCP,16774,136,3079,SYN
2026-03-09T23:56:17,10.0.5.166,10.0.0.5,33636,80,ICMP,3816,86,3767,FIN
2026-03-01T23:25:12,10.0.3.21,10.0.0.5,61152,8080,TCP,22937,82,4353,RST
2026-03-12T02:19:11,10.0.3.102,10.0.0.5,32221,443,UDP,24793,42,1435,FIN
2026-03-09T01:53:11,185.180.81.203,10.0.0.5,54910,3306,UDP,3761,407,4989,SYN-ACK
2026-03-10T09:46:03,10.0.2.40,10.0.0.5,3733,80,TCP,31987,217,2952,SYN
2026-03-04T00:06:23,10.0.1.246,10.0.0.5,42532,8080,TCP,41765,236,3744,SYN-ACK
2026-03-03T04:43:02,10.0.0.195,10.0.0.5,31765,80,UDP,17986,78,2809,SYN
2026-03-05T05:55:26,10.0.2.254,10.0.0.5,48070,443,TCP,37294,11,2075,SYN
2026-03-06T05:42:38,10.0.3.57,10.0.0.5,9896,80,ICMP,18436,203,784,FIN
2026-03-07T23:19:06,10.0.0.221,10.0.0.5,46175,8080,UDP,31229,47,3437,SYN
2026-03-05T23:42:11,10.0.2.254,10.0.0.5,28218,8080,UDP,5619,465,2762,ACK
2026-03-10T15:52:56,185.137.222.41,10.0.0.5,46191,6379,TCP,20148,460,776,SYN-ACK
2026-03-04T18:55:59,10.0.1.172,10.0.0.5,25361,443,UDP,6639,420,653,RST
2026-03-09T12:54:03,10.0.0.59,10.0.0.5,39874,8080,TCP,5400,105,1611,SYN-ACK
2026-03-09T11:31:24,10.0.4.187,10.0.0.5,34032,443,ICMP,26074,142,1522,SYN-ACK
2026-03-09T12:26:55,10.0.0.92,10.0.0.5,24717,8080,UDP,29020,283,3874,FIN
2026-03-02T17:38:35,10.0.2.253,10.0.0.5,31510,80,ICMP,31955,114,387,FIN
2026-03-02T13:56:11,10.0.2.148,10.0.0.5,28554,80,ICMP,44536,200,4939,SYN-ACK
2026-03-07T07:28:56,10.0.0.92,10.0.0.5,48903,443,TCP,1894,162,669,SYN-ACK
2026-03-14T05:53:03,185.187.216.153,10.0.0.5,48130,6379,UDP,7359,197,1936,ACK
2026-03-02T19:22:05,10.0.2.42,10.0.0.5,8860,443,TCP,13131,396,2365,SYN-ACK
2026-03-05T10:14:14,10.0.3.98,10.0.0.5,11736,443,ICMP,39222,86,965,FIN
2026-03-09T01:55:05,185.181.101.40,10.0.0.5,2438,8080,UDP,404,231,2134,SYN
2026-03-09T18:34:53,185.108.197.98,10.0.0.5,35315,3306,ICMP,42900,303,2772,ACK
2026-03-05T00:31:16,10.0.0.98,10.0.0.5,33963,8080,TCP,37408,378,2019,SYN-ACK
2026-03-01T11:11:12,10.0.0.12,10.0.0.5,10833,8080,ICMP,2194,255,656,SYN
2026-03-06T23:38:28,185.132.5.175,10.0.0.5,9168,443,TCP,25158,178,1809,RST
2026-03-01T18:55:13,10.0.0.56,10.0.0.5,64969,443,ICMP,21597,317,3322,SYN
2026-03-06T19:44:33,10.0.0.12,10.0.0.5,24009,443,UDP,43359,20,2565,ACK
2026-03-13T20:17:41,10.0.0.40,10.0.0.5,42393,8080,TCP,49069,181,609,FIN
2026-03-12T05:08:27,10.0.4.23,10.0.0.5,63634,443,UDP,26809,456,687,FIN
2026-03-10T02:43:05,10.0.0.59,10.0.0.5,45786,80,UDP,48607,112,1111,SYN-ACK
2026-03-08T04:48:40,10.0.3.21,10.0.0.5,34954,8080,ICMP,48261,307,1354,ACK
2026-03-01T07:58:45,10.0.0.190,10.0.0.5,20813,80,UDP,14040,210,3826,SYN
2026-03-07T15:14:35,10.0.4.225,10.0.0.5,42251,8080,ICMP,26086,117,1311,SYN
2026-03-11T08:31:27,10.0.4.51,10.0.0.5,2353,443,UDP,5078,214,1114,FIN
2026-03-04T02:22:45,10.0.3.88,10.0.0.5,21921,8080,UDP,12369,410,4995,RST
2026-03-06T10:16:27,10.0.2.42,10.0.0.5,63299,80,TCP,30778,389,3862,SYN-ACK
2026-03-10T07:04:11,10.0.3.88,10.0.0.5,17708,80,TCP,24961,85,4334,ACK
2026-03-12T01:31:56,10.0.1.222,10.0.0.5,34572,443,ICMP,17733,210,4982,FIN
2026-03-04T07:20:32,10.0.2.27,10.0.0.5,35170,80,ICMP,3859,75,2395,SYN
2026-03-08T15:06:44,10.0.0.56,10.0.0.5,60300,443,TCP,44647,146,1972,SYN-ACK
2026-03-12T04:49:20,10.0.1.131,10.0.0.5,40721,443,TCP,8273,281,994,RST
2026-03-01T14:08:36,10.0.2.148,10.0.0.5,27995,443,ICMP,3469,460,1254,SYN-ACK
2026-03-13T07:12:14,10.0.2.103,10.0.0.5,2538,8080,TCP,15113,63,2132,RST
2026-03-09T22:33:58,185.182.174.29,10.0.0.5,24447,8443,ICMP,25428,472,3064,FIN
2026-03-01T16:48:12,185.187.216.153,10.0.0.5,11342,8080,ICMP,14547,346,1529,RST
2026-03-13T23:03:47,10.0.5.167,10.0.0.5,12461,8080,TCP,22162,397,4520,SYN-ACK
2026-03-09T16:06:37,185.113.152.216,10.0.0.5,57601,22,ICMP,43448,35,567,RST
2026-03-12T04:52:31,10.0.5.214,10.0.0.5,33159,80,UDP,36079,398,158,RST
2026-03-09T22:12:39,10.0.1.131,10.0.0.5,64656,443,TCP,24096,423,4579,RST
2026-03-04T09:03:11,10.0.5.59,10.0.0.5,8113,8080,UDP,31430,382,1088,RST
2026-03-13T05:14:25,10.0.3.138,10.0.0.5,50167,8080,ICMP,17681,20,2738,SYN-ACK
2026-03-09T13:17:26,10.0.0.207,10.0.0.5,9304,80,UDP,29462,409,2354,SYN-ACK
2026-03-05T20:25:07,10.0.1.172,10.0.0.5,53861,8080,ICMP,33238,448,164,ACK
2026-03-08T18:19:47,10.0.5.27,10.0.0.5,45710,8080,UDP,48398,364,787,RST
2026-03-12T00:58:58,10.0.4.225,10.0.0.5,62256,443,UDP,27468,7,907,SYN
